"V2","V3"
"changed","the"
"changed","and"
"changed","my"
"changes","to"
"changes","in"
"changes","are"
"changing","the"
"changing","it"
"changing","my"
"channel","and"
"chanting","for"
"chants","all"
"chaos","theory"
"chapel","hill"
"chapter","of"
"chapter","in"
"chapter","is"
"chapters","are"
"chapters","in"
"character","in"
"character","is"
"character","and"
"characteristics","of"
"characters","and"
"characters","in"
"characters","are"
"charge","of"
"charge","it"
"charged","with"
"charged","and"
"charges","of"
"charges","a"
"charges","against"
"charities","and"
"charles","barkley"
"charles","de"
"charleston","sc"
"charlie","sheen"
"charlie","chaplin"
"charm","and"
"charm","of"
"charter","from"
"chase","at"
"chase","on"
"chase","a"
"chasing","the"
"chasing","me"
"chat","about"
"chat","again"
"chat","and"
"chatting","with"
"chatting","to"
"cheap","and"
"cheap","shot"
"cheap","to"
"cheaper","than"
"cheaper","on"
"cheaper","to"
"cheated","on"
"cheating","on"
"check","out"
"check","it"
"check","us"
"checked","out"
"checked","the"
"checked","twitter"
"checking","out"
"checking","in"
"checking","account"
"checks","to"
"cheddar","cheese"
"cheer","up"
"cheers","to"
"cheese","and"
"cheese","but"
"cheese","on"
"chef","philip"
"chefs","and"
"cheltenham","festival"
"cherry","limeade"
"cherry","on"
"chest","pain"
"chest","and"
"chevy","chase"
"chicago","illinois"
"chicago","and"
"chicago","chicago"
"chick","and"
"chick","who"
"chick","with"
"chicken","and"
"chicken","breasts"
"chicken","noodle"
"chief","executive"
"chief","minister"
"chief","of"
"chiefs","cheerleader"
"child","is"
"child","and"
"child","of"
"childhood","in"
"childhood","because"
"childhood","development"
"children","and"
"children","to"
"children","are"
"childrens","and"
"childrens","choir"
"chili","peppers"
"chill","out"
"chill","at"
"chimes","in"
"china","and"
"china","has"
"china","is"
"chip","is"
"chipotle","and"
"chips","and"
"chocolate","and"
"chocolate","milk"
"chocolate","chip"
"chocolates","and"
"choice","but"
"choice","of"
"choice","in"
"choices","and"
"choir","of"
"choke","back"
"choose","to"
"choose","from"
"choose","a"
"chooses","to"
"choosing","to"
"choosing","the"
"chopped","into"
"chopping","wood"
"chops","in"
"chops","with"
"chores","and"
"chores","done"
"chorus","of"
"chose","to"
"chose","a"
"chose","for"
"chosen","by"
"chosen","to"
"chosen","as"
"chris","laforet"
"chris","brown"
"chris","broussard"
"christies","foxhunter"
"christmas","eve"
"christmas","dinner"
"christmas","party"
"chronic","fatigue"
"chronicle","of"
"chuck","norris"
"chuck","berry"
"chuckling","to"
"chunk","of"
"chutney","the"
"cider","and"
"cigarettes","and"
"cinco","de"
"circle","and"
"circle","of"
"circle","from"
"circuit","judge"
"circumstance","and"
"circumstances","of"
"circumstances","the"
"cities","with"
"cities","in"
"citizen","he"
"citizens","of"
"city","and"
"city","of"
"city","in"
"civic","center"
"civil","war"
"civil","rights"
"civil","wars"
"civilians","are"
"cj","watson"
"claim","that"
"claim","to"
"claim","for"
"claimed","it"
"claimed","the"
"claimed","to"
"claiming","to"
"claims","of"
"claims","to"
"clams","snails"
"clap","clap"
"clapped","for"
"clarence","clemons"
"clarity","and"
"clark","is"
"class","and"
"class","of"
"class","at"
"classes","the"
"classes","to"
"classes","and"
"classic","example"
"classic","films"
"classic","from"
"classics","to"
"classification","and"
"classified","as"
"clean","and"
"clean","it"
"clean","out"
"cleaned","up"
"cleaned","and"
"cleaned","out"
"cleaning","up"
"cleaning","and"
"cleaning","windows"
"cleansing","the"
"clear","that"
"clear","how"
"clear","of"
"clearance","for"
"cleared","for"
"clearly","a"
"clearly","not"
"clearly","the"
"cleveland","clinic"
"click","on"
"click","here"
"click","the"
"client","to"
"client","in"
"clients","and"
"clients","have"
"clients","in"
"climate","change"
"climate","the"
"climb","the"
"climb","and"
"cling","to"
"clinic","to"
"clip","and"
"clip","of"
"clips","are"
"clock","and"
"clones","of"
"close","to"
"close","friends"
"close","enough"
"closed","the"
"closed","on"
"closed","today"
"closely","with"
"closer","to"
"closer","and"
"closer","i"
"closest","to"
"closest","thing"
"closest","he"
"closet","but"
"closing","time"
"cloth","diaper"
"clothes","and"
"clothes","on"
"clothes","a"
"clothing","and"
"clothing","line"
"clothing","on"
"cloud","has"
"cloudy","and"
"club","and"
"club","i"
"club","in"
"clubs","around"
"clue","what"
"clue","how"
"clues","and"
"clusters","of"
"clutching","a"
"cm","and"
"cm","softbox"
"cnn","confirms"
"coach","and"
"coach","or"
"coaches","are"
"coal","to"
"coalition","for"
"coast","of"
"coast","to"
"coast","and"
"coat","of"
"coating","over"
"coats","on"
"coats","and"
"cocker","spaniel"
"coco","is"
"cocoa","powder"
"coconut","oil"
"code","for"
"code","and"
"code","is"
"cody","simpson"
"cody","gets"
"coffee","and"
"coffee","shop"
"coffee","in"
"cognitive","and"
"coincided","with"
"coke","bottle"
"coke","and"
"col","kilgore"
"cold","in"
"cold","outside"
"cold","water"
"cole","reaction"
"colin","firth"
"collaborate","with"
"collaboration","with"
"colleague","and"
"colleague","who"
"colleagues","who"
"collected","by"
"collected","from"
"collecting","agency"
"collection","of"
"collection","is"
"collection","for"
"collections","and"
"collections","of"
"collections","to"
"collective","bargaining"
"college","and"
"college","i"
"college","but"
"colony","and"
"colorful","and"
"colors","and"
"colors","are"
"colors","changing"
"colour","and"
"colour","of"
"colour","you"
"colours","and"
"colours","in"
"colours","of"
"column","for"
"column","in"
"combat","the"
"combination","of"
"combination","can"
"combine","the"
"combine","all"
"combined","with"
"combo","of"
"combo","is"
"combo","pack"
"come","to"
"come","on"
"come","back"
"comeback","in"
"comedy","central"
"comes","to"
"comes","from"
"comes","out"
"comfort","in"
"comfort","zone"
"comfort","now"
"comfortable","with"
"comfortable","and"
"comfortable","in"
"comic","book"
"comic","relief"
"comic","and"
"comin","back"
"comin","from"
"comin","out"
"coming","to"
"coming","out"
"coming","up"
"command","of"
"command","to"
"commanders","and"
"commemoration","of"
"commencement","speaker"
"comment","on"
"comment","and"
"comment","at"
"commentary","on"
"commented","that"
"commenting","on"
"comments","on"
"comments","about"
"comments","and"
"commerce","gen"
"commercials","and"
"commercials","are"
"commission","said"
"commissioned","by"
"commitment","to"
"committed","to"
"committed","relationship"
"committee","for"
"committee","of"
"committee","to"
"common","sense"
"common","denominator"
"common","from"
"commonly","used"
"communication","is"
"communication","and"
"communication","of"
"communications","the"
"community","and"
"community","i"
"community","of"
"commute","is"
"compact","and"
"companies","to"
"companies","are"
"companies","that"
"companion","cd"
"company","is"
"company","and"
"company","for"
"compare","to"
"compared","to"
"compared","with"
"compared","the"
"comparing","the"
"compassion","and"
"compassion","for"
"compassion","the"
"compelled","to"
"compelling","argument"
"compete","with"
"competing","with"
"competition","and"
"competition","can"
"competition","is"
"complain","about"
"complain","though"
"complain","when"
"complained","about"
"complained","of"
"complaining","about"
"complement","a"
"complete","with"
"complete","and"
"complete","the"
"completed","the"
"completed","in"
"completed","all"
"completely","different"
"completely","forgot"
"completely","agree"
"completing","a"
"completing","the"
"complex","and"
"complex","but"
"complexity","of"
"compliance","of"
"compliance","with"
"complicated","for"
"compliment","the"
"compliment","their"
"comply","with"
"component","of"
"components","together"
"comprehensive","agrarian"
"comprised","of"
"compromised","by"
"computer","and"
"computer","screen"
"computer","i"
"computers","a"
"computers","and"
"concentrate","on"
"concentration","camp"
"concentration","of"
"concept","of"
"concept","and"
"concept","but"
"concepts","that"
"concern","about"
"concern","for"
"concern","is"
"concerned","about"
"concerned","with"
"concerned","it"
"concerning","the"
"concerns","about"
"concert","is"
"concert","in"
"concert","tonight"
"concerto","no"
"concerts","and"
"concerts","i"
"concerts","in"
"conclude","that"
"concluded","that"
"concludes","that"
"conclusion","that"
"conclusion","of"
"conclusion","i"
"condition","of"
"condition","and"
"condition","that"
"conditioning","and"
"conditions","and"
"conditions","they"
"condolences","to"
"conduct","a"
"cone","section"
"confectioners","sugar"
"conference","in"
"conference","and"
"conference","on"
"conferences","and"
"confers","upon"
"confess","i"
"confession","i"
"confidence","in"
"confidence","to"
"confidence","that"
"confident","that"
"confident","and"
"confident","he"
"confirm","my"
"confirm","that"
"confirmed","by"
"confirmed","my"
"confirmed","that"
"confirms","that"
"conflict","with"
"conflict","of"
"conform","to"
"confronted","by"
"confuse","the"
"confuse","them"
"confused","and"
"confused","by"
"confused","i"
"confusing","the"
"confusing","for"
"confusion","i"
"congrats","to"
"congrats","on"
"congrats","that"
"congratulations","to"
"congratulations","on"
"congratulations","and"
"congress","and"
"congress","who"
"congress","will"
"connect","with"
"connect","to"
"connect","you"
"connected","to"
"connected","with"
"connecting","to"
"connection","to"
"connection","with"
"connects","us"
"conscience","of"
"conscious","of"
"conscious","about"
"conscious","and"
"consciousness","of"
"consequence","of"
"consequences","of"
"consequences","in"
"conservatism","and"
"conservatives","are"
"consider","the"
"consider","it"
"consider","myself"
"consideration","the"
"considered","a"
"considered","by"
"considered","the"
"considering","the"
"considering","how"
"considers","the"
"consist","of"
"consisted","of"
"consistency","to"
"consistent","with"
"consisting","of"
"consists","of"
"constant","source"
"constantly","have"
"constantly","throughout"
"constitution","and"
"constitution","of"
"constitution","provides"
"construction","cost"
"construction","of"
"construction","site"
"constructive","criticism"
"consultant","in"
"consulting","firm"
"consulting","firms"
"consume","more"
"consumed","with"
"consumer","product"
"consumers","to"
"consumers","can"
"consuming","and"
"consumption","of"
"contact","me"
"contact","with"
"contact","us"
"contain","the"
"contained","in"
"container","of"
"container","to"
"contains","the"
"contemporary","art"
"contemporary","romance"
"contend","for"
"contender","for"
"contends","that"
"content","and"
"content","is"
"content","to"
"contentment","to"
"contents","of"
"contest","and"
"contest","in"
"contest","is"
"context","of"
"context","and"
"context","the"
"continuation","of"
"continue","to"
"continue","for"
"continue","his"
"continued","to"
"continued","on"
"continued","support"
"continues","to"
"continuing","to"
"continuing","education"
"continuing","their"
"continuity","of"
"contract","with"
"contract","for"
"contract","as"
"contracts","finder"
"contracts","in"
"contracts","with"
"contrary","to"
"contrast","between"
"contrast","to"
"contrast","with"
"contribute","to"
"contributed","to"
"contributes","to"
"contributing","to"
"control","of"
"control","and"
"control","over"
"controlled","by"
"controls","on"
"controversy","surrounding"
"convenience","of"
"convenience","store"
"convention","center"
"convention","and"
"conversation","with"
"conversation","and"
"conversation","is"
"conversations","about"
"conversations","with"
"convert","to"
"converted","to"
"convey","the"
"convicted","of"
"conviction","in"
"convince","her"
"convince","me"
"convince","them"
"convinced","that"
"convinced","i"
"convinced","her"
"coo","did"
"cook","on"
"cook","a"
"cook","for"
"cooked","in"
"cookie","dough"
"cookie","recipe"
"cookie","sheet"
"cookies","too"
"cookin","up"
"cooking","and"
"cooking","channel"
"cooking","up"
"cool","i"
"cool","and"
"cool","for"
"cooler","than"
"coors","light"
"cop","and"
"cope","north"
"cope","with"
"copies","of"
"coping","with"
"copper","wire"
"cops","are"
"copy","of"
"copy","and"
"copy","paper"
"copying","you"
"coral","and"
"corals","are"
"cord","and"
"cordiss","infringement"
"core","of"
"core","beliefs"
"core","values"
"corey","and"
"corn","when"
"corn","is"
"corn","starch"
"corner","of"
"corner","and"
"corner","for"
"corners","of"
"corners","do"
"corporate","and"
"corporate","entities"
"corporation","and"
"correct","and"
"correct","about"
"correct","answer"
"correctly","i"
"correctly","as"
"correlation","between"
"corrupt","and"
"cosign","rt"
"cosmik","debris"
"cost","of"
"cost","and"
"cost","to"
"costing","me"
"costs","and"
"costs","of"
"costs","about"
"costume","contest"
"costume","and"
"costume","changes"
"costumes","for"
"cotillion","classes"
"cottage","cheese"
"cotton","candy"
"cottonwood","and"
"couch","in"
"couch","all"
"couch","and"
"could","be"
"could","have"
"could","not"
"couldnt","be"
"couldnt","find"
"couldnt","make"
"council","of"
"council","and"
"council","decided"
"count","on"
"count","for"
"count","that"
"counted","how"
"counter","it"
"countless","number"
"countless","times"
"countries","and"
"countries","that"
"country","is"
"country","in"
"country","to"
"counts","as"
"county","in"
"county","jail"
"county","sheriff"
"couple","of"
"couple","days"
"couple","times"
"coupled","with"
"couples","who"
"coupon","for"
"coupons","and"
"coupons","i"
"courage","to"
"courage","and"
"courage","for"
"course","i"
"course","it"
"course","of"
"courses","and"
"court","of"
"court","for"
"court","case"
"courtesy","of"
"cousin","i"
"cousin","in"
"cousins","and"
"covenant","between"
"covenant","to"
"cover","the"
"cover","and"
"cover","of"
"cover-up","of"
"coverage","of"
"coverage","and"
"coverage","is"
"covered","in"
"covered","the"
"covered","with"
"covering","the"
"covering","a"
"covers","his"
"covers","the"
"cows","and"
"cracker","barrel"
"crackers","in"
"cracking","up"
"cracks","me"
